Customer_id,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome
317,telephone,may,mon,195,2,999,0,nonexistent
318,telephone,may,mon,208,2,999,0,nonexistent
319,telephone,may,mon,404,4,999,0,nonexistent
320,telephone,may,mon,396,2,999,0,nonexistent
321,telephone,may,mon,229,3,999,0,nonexistent
322,telephone,may,mon,350,2,999,0,nonexistent
323,telephone,may,tue,88,3,999,0,nonexistent
324,telephone,may,tue,379,2,999,0,nonexistent
325,telephone,may,tue,168,3,999,0,nonexistent
326,telephone,may,tue,158,1,999,0,nonexistent
327,telephone,may,tue,210,1,999,0,nonexistent
328,telephone,may,tue,102,1,999,0,nonexistent
329,telephone,may,tue,306,1,999,0,nonexistent
330,telephone,may,tue,64,1,999,0,nonexistent
331,telephone,may,tue,218,1,999,0,nonexistent
332,telephone,may,tue,77,1,999,0,nonexistent
333,telephone,may,tue,195,1,999,0,nonexistent
334,telephone,may,tue,202,1,999,0,nonexistent
335,telephone,may,tue,278,1,999,0,nonexistent
336,telephone,may,tue,189,1,999,0,nonexistent
337,telephone,may,tue,18,1,999,0,nonexistent
338,telephone,may,tue,184,2,999,0,nonexistent
339,telephone,may,tue,235,1,999,0,nonexistent
340,telephone,may,tue,133,1,999,0,nonexistent
341,telephone,may,tue,318,1,999,0,nonexistent
342,telephone,may,tue,437,1,999,0,nonexistent
343,telephone,may,tue,402,1,999,0,nonexistent
344,telephone,may,tue,501,4,999,0,nonexistent
345,telephone,may,tue,1201,1,999,0,nonexistent
346,telephone,may,tue,1030,1,999,0,nonexistent
347,telephone,may,tue,253,1,999,0,nonexistent
348,telephone,may,tue,149,1,999,0,nonexistent
349,telephone,may,tue,144,1,999,0,nonexistent
350,telephone,may,tue,69,1,999,0,nonexistent
351,telephone,may,tue,243,1,999,0,nonexistent
352,telephone,may,tue,769,2,999,0,nonexistent
353,telephone,may,tue,135,3,999,0,nonexistent
354,telephone,may,tue,231,1,999,0,nonexistent
355,telephone,may,tue,442,2,999,0,nonexistent
356,telephone,may,tue,199,1,999,0,nonexistent
357,telephone,may,tue,152,1,999,0,nonexistent
358,telephone,may,tue,124,1,999,0,nonexistent
359,telephone,may,tue,424,1,999,0,nonexistent
360,telephone,may,tue,43,1,999,0,nonexistent
361,telephone,may,tue,154,1,999,0,nonexistent
362,telephone,may,tue,393,1,999,0,nonexistent
363,telephone,may,tue,203,2,999,0,nonexistent
364,telephone,may,tue,326,1,999,0,nonexistent
365,telephone,may,tue,483,1,999,0,nonexistent
366,telephone,may,tue,259,1,999,0,nonexistent
367,telephone,may,tue,227,1,999,0,nonexistent
368,telephone,may,tue,673,1,999,0,nonexistent
369,telephone,may,tue,576,1,999,0,nonexistent
370,telephone,may,tue,180,2,999,0,nonexistent
371,telephone,may,tue,90,1,999,0,nonexistent
372,telephone,may,tue,505,1,999,0,nonexistent
373,telephone,may,tue,245,1,999,0,nonexistent
374,telephone,may,tue,186,1,999,0,nonexistent
375,telephone,may,tue,208,1,999,0,nonexistent
376,telephone,may,tue,623,1,999,0,nonexistent
377,telephone,may,tue,180,1,999,0,nonexistent
378,telephone,may,tue,496,3,999,0,nonexistent
379,telephone,may,tue,118,1,999,0,nonexistent
380,telephone,may,tue,102,2,999,0,nonexistent
381,telephone,may,tue,342,1,999,0,nonexistent
382,telephone,may,tue,225,1,999,0,nonexistent
383,telephone,may,tue,185,3,999,0,nonexistent
384,telephone,may,tue,276,1,999,0,nonexistent
385,telephone,may,tue,87,1,999,0,nonexistent
386,telephone,may,tue,744,1,999,0,nonexistent
387,telephone,may,tue,271,1,999,0,nonexistent
388,telephone,may,tue,198,2,999,0,nonexistent
389,telephone,may,tue,150,1,999,0,nonexistent
390,telephone,may,tue,241,1,999,0,nonexistent
391,telephone,may,tue,196,1,999,0,nonexistent
392,telephone,may,tue,149,1,999,0,nonexistent
393,telephone,may,tue,264,1,999,0,nonexistent
394,telephone,may,tue,246,1,999,0,nonexistent
395,telephone,may,tue,309,2,999,0,nonexistent
396,telephone,may,tue,140,1,999,0,nonexistent
397,telephone,may,tue,175,1,999,0,nonexistent
398,telephone,may,tue,136,1,999,0,nonexistent
399,telephone,may,tue,1623,1,999,0,nonexistent
400,telephone,may,tue,50,1,999,0,nonexistent
401,telephone,may,tue,101,1,999,0,nonexistent
402,telephone,may,tue,144,1,999,0,nonexistent
403,telephone,may,tue,238,1,999,0,nonexistent
404,telephone,may,tue,354,1,999,0,nonexistent
405,telephone,may,tue,451,2,999,0,nonexistent
406,telephone,may,tue,159,1,999,0,nonexistent
407,telephone,may,tue,243,1,999,0,nonexistent
408,telephone,may,tue,141,2,999,0,nonexistent
409,telephone,may,tue,112,1,999,0,nonexistent
410,telephone,may,tue,262,2,999,0,nonexistent
411,telephone,may,tue,134,1,999,0,nonexistent
412,telephone,may,tue,204,4,999,0,nonexistent
413,telephone,may,tue,678,1,999,0,nonexistent
414,telephone,may,tue,182,1,999,0,nonexistent
415,telephone,may,tue,162,1,999,0,nonexistent
416,telephone,may,tue,177,1,999,0,nonexistent
417,telephone,may,tue,27,1,999,0,nonexistent
418,telephone,may,tue,699,3,999,0,nonexistent
419,telephone,may,tue,358,1,999,0,nonexistent
420,telephone,may,tue,1677,1,999,0,nonexistent
421,telephone,may,tue,47,1,999,0,nonexistent
422,telephone,may,tue,379,1,999,0,nonexistent
423,telephone,may,tue,30,2,999,0,nonexistent
424,telephone,may,tue,472,1,999,0,nonexistent
425,telephone,may,tue,113,1,999,0,nonexistent
426,telephone,may,tue,114,1,999,0,nonexistent
427,telephone,may,tue,448,1,999,0,nonexistent
428,telephone,may,tue,264,1,999,0,nonexistent
429,telephone,may,tue,169,1,999,0,nonexistent
430,telephone,may,tue,145,1,999,0,nonexistent
431,telephone,may,tue,288,1,999,0,nonexistent
432,telephone,may,tue,381,1,999,0,nonexistent
433,telephone,may,tue,176,2,999,0,nonexistent
434,telephone,may,tue,215,1,999,0,nonexistent
435,telephone,may,tue,188,2,999,0,nonexistent
436,telephone,may,tue,174,2,999,0,nonexistent
437,telephone,may,tue,111,2,999,0,nonexistent
438,telephone,may,tue,46,1,999,0,nonexistent
439,telephone,may,tue,374,1,999,0,nonexistent
440,telephone,may,tue,349,1,999,0,nonexistent
441,telephone,may,tue,325,1,999,0,nonexistent
442,telephone,may,tue,233,2,999,0,nonexistent
443,telephone,may,tue,153,1,999,0,nonexistent
444,telephone,may,tue,80,1,999,0,nonexistent
445,telephone,may,tue,198,1,999,0,nonexistent
446,telephone,may,tue,568,1,999,0,nonexistent
447,telephone,may,tue,918,1,999,0,nonexistent
448,telephone,may,tue,82,1,999,0,nonexistent
449,telephone,may,tue,198,3,999,0,nonexistent
450,telephone,may,tue,211,1,999,0,nonexistent
451,telephone,may,tue,120,1,999,0,nonexistent
452,telephone,may,tue,269,1,999,0,nonexistent
453,telephone,may,tue,128,1,999,0,nonexistent
454,telephone,may,tue,166,2,999,0,nonexistent
455,telephone,may,tue,91,1,999,0,nonexistent
456,telephone,may,tue,267,2,999,0,nonexistent
457,telephone,may,tue,198,1,999,0,nonexistent
458,telephone,may,tue,371,2,999,0,nonexistent
459,telephone,may,tue,221,1,999,0,nonexistent
460,telephone,may,tue,310,1,999,0,nonexistent
461,telephone,may,tue,158,1,999,0,nonexistent
462,telephone,may,tue,198,1,999,0,nonexistent
463,telephone,may,tue,145,1,999,0,nonexistent
464,telephone,may,tue,247,1,999,0,nonexistent
465,telephone,may,tue,102,1,999,0,nonexistent
466,telephone,may,tue,179,2,999,0,nonexistent
467,telephone,may,tue,73,1,999,0,nonexistent
468,telephone,may,tue,263,2,999,0,nonexistent
469,telephone,may,tue,342,2,999,0,nonexistent
470,telephone,may,tue,41,1,999,0,nonexistent
471,telephone,may,tue,13,1,999,0,nonexistent
472,telephone,may,tue,79,2,999,0,nonexistent
473,telephone,may,tue,162,1,999,0,nonexistent
474,telephone,may,tue,150,1,999,0,nonexistent
475,telephone,may,tue,26,1,999,0,nonexistent
476,telephone,may,tue,250,1,999,0,nonexistent
477,telephone,may,tue,792,1,999,0,nonexistent
478,telephone,may,tue,146,1,999,0,nonexistent
479,telephone,may,tue,440,1,999,0,nonexistent
480,telephone,may,tue,289,1,999,0,nonexistent
481,telephone,may,tue,242,2,999,0,nonexistent
482,telephone,may,tue,123,1,999,0,nonexistent
483,telephone,may,tue,161,2,999,0,nonexistent
484,telephone,may,tue,268,2,999,0,nonexistent
485,telephone,may,tue,26,1,999,0,nonexistent
486,telephone,may,tue,153,1,999,0,nonexistent
487,telephone,may,tue,424,2,999,0,nonexistent
488,telephone,may,tue,375,1,999,0,nonexistent
489,telephone,may,tue,179,2,999,0,nonexistent
490,telephone,may,tue,383,1,999,0,nonexistent
491,telephone,may,tue,440,1,999,0,nonexistent
492,telephone,may,tue,195,1,999,0,nonexistent
493,telephone,may,tue,1297,3,999,0,nonexistent
494,telephone,may,tue,217,1,999,0,nonexistent
495,telephone,may,tue,87,1,999,0,nonexistent
496,telephone,may,tue,427,1,999,0,nonexistent
497,telephone,may,tue,189,1,999,0,nonexistent
498,telephone,may,tue,502,1,999,0,nonexistent
499,telephone,may,tue,260,1,999,0,nonexistent
500,telephone,may,tue,209,1,999,0,nonexistent
501,telephone,may,tue,179,1,999,0,nonexistent
502,telephone,may,tue,179,1,999,0,nonexistent
503,telephone,may,tue,69,1,999,0,nonexistent
504,telephone,may,tue,105,2,999,0,nonexistent
505,telephone,may,tue,266,3,999,0,nonexistent
506,telephone,may,tue,524,2,999,0,nonexistent
507,telephone,may,tue,155,2,999,0,nonexistent
508,telephone,may,tue,162,2,999,0,nonexistent
509,telephone,may,tue,316,4,999,0,nonexistent
510,telephone,may,tue,695,3,999,0,nonexistent
511,telephone,may,tue,76,4,999,0,nonexistent
512,telephone,may,tue,535,2,999,0,nonexistent
513,telephone,may,tue,310,2,999,0,nonexistent
514,telephone,may,tue,390,3,999,0,nonexistent
515,telephone,may,tue,369,1,999,0,nonexistent
516,telephone,may,tue,112,2,999,0,nonexistent
517,telephone,may,tue,79,1,999,0,nonexistent
518,telephone,may,tue,140,2,999,0,nonexistent
519,telephone,may,tue,315,1,999,0,nonexistent
520,telephone,may,tue,262,2,999,0,nonexistent
521,telephone,may,tue,174,2,999,0,nonexistent
522,telephone,may,tue,424,2,999,0,nonexistent
523,telephone,may,tue,135,1,999,0,nonexistent
524,telephone,may,tue,36,5,999,0,nonexistent
525,telephone,may,tue,1906,3,999,0,nonexistent
526,telephone,may,tue,135,1,999,0,nonexistent
527,telephone,may,tue,147,2,999,0,nonexistent
528,telephone,may,tue,407,2,999,0,nonexistent
529,telephone,may,tue,402,4,999,0,nonexistent
530,telephone,may,tue,209,1,999,0,nonexistent
531,telephone,may,tue,92,2,999,0,nonexistent
532,telephone,may,tue,208,1,999,0,nonexistent
533,telephone,may,tue,193,1,999,0,nonexistent
534,telephone,may,tue,65,1,999,0,nonexistent
535,telephone,may,tue,284,2,999,0,nonexistent
536,telephone,may,tue,285,1,999,0,nonexistent
537,telephone,may,tue,231,1,999,0,nonexistent
538,telephone,may,tue,278,1,999,0,nonexistent
539,telephone,may,tue,389,1,999,0,nonexistent
540,telephone,may,tue,158,1,999,0,nonexistent
541,telephone,may,tue,258,5,999,0,nonexistent
542,telephone,may,tue,87,1,999,0,nonexistent
543,telephone,may,tue,147,2,999,0,nonexistent
544,telephone,may,tue,635,1,999,0,nonexistent
545,telephone,may,tue,289,1,999,0,nonexistent
546,telephone,may,tue,170,3,999,0,nonexistent
547,telephone,may,tue,802,1,999,0,nonexistent
548,telephone,may,tue,381,2,999,0,nonexistent
549,telephone,may,tue,218,4,999,0,nonexistent
550,telephone,may,tue,57,2,999,0,nonexistent
551,telephone,may,tue,304,2,999,0,nonexistent
552,telephone,may,tue,241,3,999,0,nonexistent
553,telephone,may,tue,230,1,999,0,nonexistent
554,telephone,may,tue,79,4,999,0,nonexistent
555,telephone,may,tue,262,3,999,0,nonexistent
556,telephone,may,tue,392,2,999,0,nonexistent
