customer_id,Postal Code
229,38401
230,38401
231,28205
232,33614
233,33614
234,33614
235,33614
236,33614
237,95051
238,60610
239,60610
240,60610
241,60610
242,60610
243,60610
244,60610
245,55044
246,55044
247,55044
248,55044
249,55044
250,94109
251,92037
252,92037
253,10024
254,10024
255,60623
256,60623
257,60623
258,60623
259,10009
260,10009
261,10009
262,77506
263,77036
264,77036
265,60610
266,94513
267,27514
268,7960
269,45231
270,45231
271,94110
272,94109
273,94109
274,94109
275,90301
276,90301
277,19140
278,19140
279,19140
280,19140
281,77070
282,77070
283,90004
284,97206
285,97206
286,97206
287,33319
288,33319
289,33319
290,43229
291,43229
292,43229
293,43229
294,80906
295,80906
296,80906
297,80906
298,80906
299,7109
300,7109
301,7109
302,7109
303,7109
304,60623
305,10024
306,48180
307,8701
308,8701
309,22204
310,80004
311,80004
312,80004
313,80004
314,7601
315,33710
316,33710
317,19143
318,10024
319,10024
320,10024
321,10024
322,10024
323,90805
324,92345
325,92345
326,37130
327,19143
328,19143
329,19143
330,19143
331,19143
332,19134
333,19134
334,19134
335,90045
336,90045
337,90045
338,94122
339,94122
340,84041
341,19140
342,19140
343,19140
344,19140
345,78745
346,94122
347,1852
348,1852
349,1852
350,10009
351,10009
352,10009
353,10009
354,10009
355,10035
356,10035
357,10035
358,10035
359,28205
360,31907
361,31907
362,10009
363,10009
364,10009
365,10009
366,94109
367,6040
368,6040
369,6040
370,6040
371,78550
372,78550
373,85705
374,85705
375,85705
376,85705
377,62301
378,2038
379,77095
380,77095
381,77095
382,94109
383,94109
384,48180
385,33024
386,33024
387,19140
388,19140
389,45231
390,10009
391,10009
392,98198
393,98198
394,61604
395,89115
396,2886
397,2886
398,49201
399,77036
400,77036
401,77036
402,77036
403,33180
404,28403
405,10024
406,94110
407,94110
408,94110
409,94110
410,94110
411,94110
412,94110
413,94110
414,94110
415,98105
416,98105
417,92646
418,90004
419,40475
420,90045
421,90045
422,80027
423,1841
424,1841
425,39212
426,48187
427,48187
428,10801
429,78207
430,28052
431,28052
432,28052
433,28052
434,1852
435,32216
436,32216
437,60623
438,60623
439,77070
440,10024
441,48227
442,48227
443,48227
444,48227
445,48227
446,48227
447,47201
448,13021
449,13021
450,13021
451,13021
452,13021
453,13021
454,44312
455,44312
456,73071
457,94521
458,62521
459,62521
460,98115
461,98115
462,98115
463,85023
464,85023
465,85023
466,85023
467,85023
468,60068
469,79109
470,60610
471,11757
472,94110
473,94110
474,94110
475,94110
476,94110
477,94110
478,90008
479,12180
480,10024
481,10024
482,92024
483,10024
484,10024
485,90045
486,90045
487,90045
488,60610
489,77340
490,77340
491,77340
492,14609
493,14609
494,98115
495,38109
496,72701
497,92627
498,92627
499,92627
500,92627
501,80134
502,80134
503,80134
504,80134
505,80134
506,10024
507,30318
508,30318
509,30318
510,30318
511,64118
512,64118
513,43055
514,90049
515,90049
516,59405
517,59405
518,59405
519,59405
520,77041
521,77041
522,77041
523,48234
524,90032
525,90032
526,1841
527,33801
528,33801
529,19134
530,19134
531,19134
532,90036
533,90032
534,36116
535,36116
536,85204
537,60653
538,10009
539,42420
540,42420
541,54302
542,85705
543,45503
544,76106
545,76106
546,76106
547,10035
548,10035
549,60653
550,60653
551,60653
552,94110
553,32216
554,77070
555,92804
556,28403
557,90045
558,90045
559,90045
560,94110
561,94110
562,33614
563,33614
564,98105
565,98105
566,90008
567,98105
568,98105
569,98105
570,98105
571,10024
572,10024
573,10024
574,10024
575,98270
576,90805
577,90805
578,90805
579,60610
580,60610
581,90004
582,80219
583,80219
584,80219
585,80219
586,80219
587,40475
588,40475
589,97301
590,97301
591,97301
592,97301
593,78041
594,78041
595,92024
596,92024
597,92024
598,92024
599,19134
600,19120
601,19120
602,19120
603,33614
604,33614
605,33614
606,33614
607,33614
608,19134
609,19134
610,19134
611,75217
612,75217
613,19143
614,19143
615,43123
616,43123
617,10011
618,10011
619,10011
620,10011
621,10011
622,60610
623,48126
624,48126
625,48126
626,48126
627,10009
628,98115
629,94122
630,94122
631,80013
632,80013
633,80013
634,33180
635,33180
636,31088
637,80013
638,80013
639,94591
640,94591
641,55407
642,92691
643,92691
644,48307
645,7060
646,47201
647,85635
648,85635
649,98661
650,98661
651,98661
652,10024
653,10035
654,10035
655,43229
656,43229
657,43229
658,60505
659,60505
660,76017
661,76017
662,76017
663,76017
664,10011
665,40214
666,75081
667,75081
668,75081
669,44105
670,60653
671,60653
672,60653
673,62301
674,47201
675,47201
676,47201
677,75701
678,75701
679,75701
680,75701
681,10024
682,10024
683,10024
684,27217
685,27217
686,39212
687,39212
688,39212
689,10035
690,22980
691,22980
692,22980
693,90036
694,90036
695,19013
696,19013
697,19013
698,19013
699,19013
700,19013
701,19013
702,44105
703,98103
704,90805
705,27511
706,27511
707,27511
708,10035
709,10035
710,10035
711,10035
712,32137
713,10550
714,10550
715,10550
716,98105
717,19901
718,43055
719,84057
720,84057
721,90045
722,48205
723,48205
724,19140
725,33012
726,78745
727,78745
728,11572
729,11572
730,11572
731,11572
732,11572
733,98115
734,98115
735,98115
736,98115
737,98115
738,98115
739,94110
740,60540
741,60540
742,60540
743,75220
744,75220
745,75220
746,75220
747,92105
748,92105
749,60201
750,48183
751,48183
752,48183
753,48183
754,94110
755,90036
756,32216
757,55016
758,55016
759,10009
760,54302
761,90004
762,30318
763,43229
764,71111
765,71111
766,71111
767,71111
768,71111
769,33710
770,22204
771,50315
772,50315
773,50315
774,50315
775,50315
776,50315
777,45231
778,94110
779,94110
780,94110
781,94110
782,43229
783,43229
784,43229
785,43229
786,29203
787,93534
788,93534
789,23223
790,23223
791,23223
792,23223
793,28806
794,94110
795,94110
796,55901
797,14609
798,14609
799,14609
800,92530
801,92105
802,92105
803,10024
804,71203
805,94122
806,80219
807,80219
808,68104
809,68104
810,98026
811,98026
812,98026
813,98026
814,92704
815,92704
816,53209
817,19140
818,19140
819,19140
820,19140
821,19140
822,19140
823,7109
824,7109
825,94110
826,94110
827,55044
828,55044
829,55044
830,41042
831,41042
832,41042
833,41042
834,33614
835,33614
836,33614
837,75701
838,38401
839,76106
840,10035
841,10035
842,10035
843,90036
844,90036
845,90036
846,90036
847,40214
848,40214
849,44052
850,7036
851,93905
852,93905
853,39212
854,10035
855,10035
856,10035
857,10035
858,10035
859,8901
860,8901
861,94122
862,94122
863,32216
864,32216
865,32216
866,22153
867,22153
868,19140
869,17602
870,19143
871,19143
872,3301
873,10009
874,10009
875,28205
876,3301
877,3301
878,3301
879,19120
880,10024
881,10024
882,22153
883,94109
884,48227
885,14609
886,90045
887,92105
888,21044
889,94122
890,10801
891,10801
892,48227
893,48227
894,48227
895,94122
896,94122
897,77095
898,48227
899,13021
900,45503
901,75043
902,75043
903,60653
904,90032
905,90032
906,90032
907,10009
908,10009
909,10009
910,49201
911,49201
912,49201
913,6360
914,53209
915,53209
916,78207
917,78207
918,78207
919,75220
920,75220
921,22304
922,10009
923,10009
924,10009
925,10011
926,19143
927,19143
928,22153
929,22153
930,43615
931,43615
932,43615
933,19140
934,19120
935,19120
936,19120
937,19120
938,87401
939,92503
940,92503
941,94110
942,90503
943,90503
944,98105
945,98105
946,98105
947,85204
948,19120
949,19120
950,19120
951,19120
952,19120
953,19143
954,78664
955,78664
956,39212
957,85023
958,85023
959,85023
960,92054
961,94110
962,72701
963,94110
964,33433
965,10011
966,10011
967,10011
968,10011
969,10011
970,10011
971,19134
972,19134
973,19134
974,19134
975,10011
976,10011
977,97206
978,48205
979,28403
980,47201
981,10035
982,80027
983,80027
984,80027
985,77506
986,77506
987,77506
988,77041
989,13021
990,13021
991,32216
992,10024
993,95123
994,95123
995,23464
996,23464
997,42420
998,42420
999,42420
1000,42420
1001,98661
1002,10024
1003,10024
1004,10024
1005,92563
1006,28540
1007,85254
1008,85254
1009,52601
1010,60653
1011,92037
1012,98502
1013,98502
1014,98103
1015,98103
1016,90036
1017,10011
1018,10011
1019,10011
1020,10011
1021,20016
1022,20016
1023,20016
1024,19134
1025,90045
1026,45503
1027,45503
1028,45503
1029,7601
1030,7601
1031,7601
1032,7601
1033,7601
1034,45231
1035,45231
1036,45231
1037,65109
1038,90004
1039,27217
1040,27217
1041,63376
1042,10035
1043,10035
1044,60610
1045,60610
1046,61107
1047,33142
1048,33142
1049,94109
1050,94109
1051,19134
1052,19134
1053,19134
1054,10009
1055,10009
1056,10009
1057,10009
1058,92037
1059,92037
1060,19143
1061,77095
1062,43615
1063,43615
1064,43615
1065,43615
1066,43615
1067,43615
1068,94122
1069,78521
1070,19143
1071,90008
1072,80219
1073,10035
1074,85204
1075,85204
1076,85204
1077,47201
1078,98105
1079,98105
1080,98105
1081,48227
1082,48227
1083,10701
1084,10701
1085,10701
1086,10701
1087,50315
1088,94601
1089,94601
1090,28110
1091,28110
1092,92105
1093,92105
1094,20735
1095,20735
1096,28205
1097,28205
1098,90049
1099,94122
1100,94122
1101,94122
1102,94122
1103,77041
1104,77041
1105,92503
1106,77041
1107,77041
1108,77041
1109,77041
1110,77041
1111,77041
1112,77041
1113,77041
1114,92024
1115,92024
1116,92024
1117,94110
1118,30076
1119,30076
1120,30076
1121,30076
1122,72401
1123,72401
1124,72401
1125,72401
1126,72401
1127,72401
1128,47374
1129,47374
1130,22153
1131,22153
1132,22153
1133,94509
1134,19134
1135,19134
1136,33030
1137,46350
1138,46350
1139,46350
1140,46350
1141,46350
1142,90045
1143,90045
1144,90045
1145,90045
1146,90045
1147,48911
1148,48911
1149,48911
1150,48911
1151,48911
1152,44221
1153,89502
1154,89502
1155,22801
1156,22801
1157,22801
1158,22801
1159,90004
1160,55407
1161,55407
1162,92025
1163,10035
1164,10035
1165,10035
1166,49201
1167,98115
1168,10035
1169,10035
1170,10035
1171,10035
1172,48073
1173,90008
1174,61701
1175,10035
1176,3301
1177,90004
1178,20852
1179,20852
1180,77070
1181,8701
1182,8701
1183,28540
1184,28540
1185,98103
1186,98103
1187,98103
1188,98103
1189,90036
1190,90036
1191,90036
1192,90036
1193,90036
1194,33065
1195,33065
1196,33065
1197,33065
1198,77041
1199,77041
1200,77041
1201,80219
1202,80219
1203,80219
1204,80219
1205,80219
1206,28205
1207,10009
1208,10009
1209,10009
1210,10009
1211,10009
1212,10009
1213,19134
1214,19134
1215,19134
1216,19134
1217,19134
1218,19134
1219,19134
1220,19134
1221,90036
1222,90036
1223,10024
1224,10024
1225,10024
1226,10024
1227,10024
1228,10024
1229,90045
1230,90045
1231,90045
1232,14215
1233,14215
1234,45231
1235,33437
1236,33437
1237,33437
1238,33437
1239,98105
1240,98105
1241,98105
1242,10024
1243,10009
1244,10009
1245,39503
1246,93727
1247,93727
1248,93727
1249,10009
1250,10009
1251,10009
1252,10009
1253,53209
1254,19013
1255,19013
1256,19013
1257,19013
1258,28205
1259,28205
1260,28205
1261,32216
1262,27834
1263,11561
1264,46350
1265,46350
1266,94122
1267,90045
1268,90045
1269,80027
1270,35630
1271,60623
1272,60623
1273,60623
1274,76106
1275,76106
1276,76106
1277,76106
1278,77070
1279,31204
1280,31204
1281,52402
1282,32216
1283,32216
1284,32216
1285,78745
1286,2908
1287,10035
1288,10009
1289,10009
1290,10009
1291,94122
1292,94122
1293,92105
1294,92105
1295,92105
1296,81001
1297,94533
1298,94533
1299,55106
1300,94109
1301,22153
1302,22153
1303,22204
1304,31907
1305,31907
1306,77036
1307,91104
1308,91104
1309,91104
1310,91104
1311,91104
1312,1841
1313,1841
1314,43229
1315,90032
1316,90032
1317,90032
1318,19120
1319,32725
1320,32725
1321,45231
1322,45231
1323,42071
1324,28403
1325,1841
1326,60653
1327,19120
1328,6360
1329,94110
1330,94109
1331,44052
1332,44052
1333,75220
1334,75220
1335,90049
1336,6457
1337,90008
1338,10011
1339,10011
1340,10011
1341,28540
1342,28540
1343,28540
1344,11520
1345,11520
1346,55044
1347,55044
1348,55044
1349,55044
1350,55044
1351,60201
1352,22204
1353,94109
1354,94109
1355,94109
1356,77036
1357,77036
1358,40214
1359,76106
1360,90049
1361,19120
1362,19120
1363,19120
1364,85705
1365,85705
1366,85705
1367,85705
1368,85705
1369,90660
1370,80906
1371,80906
1372,20735
1373,94591
1374,94591
1375,84604
1376,84062
1377,84062
1378,84062
1379,84062
1380,84062
1381,84062
1382,60505
1383,30080
1384,30080
1385,30080
1386,30080
1387,30080
1388,30080
1389,30080
1390,30080
1391,30080
1392,30080
1393,30080
1394,27217
1395,60505
1396,60505
1397,10035
1398,10035
1399,10035
1400,10035
1401,24153
1402,24153
1403,43229
1404,43229
1405,19143
1406,19143
1407,19143
1408,10024
1409,10024
1410,85023
1411,75051
1412,10035
1413,10035
1414,10024
1415,92627
1416,92627
1417,77041
1418,77041
1419,77041
1420,85204
1421,85204
1422,85204
1423,85204
1424,85204
1425,85204
1426,85204
1427,93905
1428,93905
1429,93905
1430,93905
1431,43229
1432,35630
1433,35630
1434,35630
1435,98105
1436,44134
1437,44134
1438,79109
1439,79109
1440,2908
1441,2908
1442,94110
1443,40475
1444,80013
1445,60623
1446,60653
1447,60653
1448,60653
1449,19134
1450,90008
1451,85023
1452,36608
1453,36608
1454,36608
1455,36608
1456,31907
1457,31907
1458,2740
1459,75061
1460,6457
1461,98103
1462,8360
1463,77506
1464,77506
1465,10009
1466,85301
1467,85301
1468,32216
1469,48234
1470,48234
1471,48234
1472,19120
1473,90004
1474,77036
1475,14304
1476,14304
1477,10024
1478,27360
1479,92683
1480,94122
1481,94122
1482,94122
1483,38301
1484,38301
1485,98115
1486,10035
1487,90008
1488,90008
1489,90008
1490,19143
1491,10024
1492,10035
1493,10035
1494,98661
1495,31907
1496,75019
1497,75019
1498,75019
1499,94122
1500,78745
1501,78745
1502,78745
1503,90045
1504,90045
1505,90004
1506,90004
1507,10024
1508,31907
1509,68104
1510,90036
1511,91767
1512,91767
1513,75220
1514,75220
1515,75220
1516,19120
1517,89031
1518,98105
1519,98105
1520,94110
1521,60610
1522,85705
1523,85705
1524,85705
1525,85705
1526,85705
1527,18103
1528,18103
1529,19711
1530,19711
1531,33142
1532,85281
1533,85281
1534,10035
1535,92677
1536,8302
1537,8302
1538,2149
1539,2149
1540,2149
1541,2149
1542,43229
1543,43229
1544,92024
1545,92024
1546,13601
1547,78207
1548,78207
1549,78207
1550,10011
1551,77095
1552,92024
1553,54915
1554,40475
1555,98006
1556,11561
1557,19140
1558,19140
1559,98103
1560,98103
1561,94109
1562,98115
1563,10011
1564,19134
1565,29203
1566,98105
1567,75002
1568,75002
1569,90004
1570,30318
1571,90004
1572,90004
1573,90004
1574,90004
1575,79907
1576,79907
1577,60505
1578,35630
1579,10011
1580,10024
1581,10024
1582,10024
1583,10024
1584,10024
1585,10024
1586,10024
1587,10024
1588,10024
1589,10024
1590,23464
1591,76051
1592,76051
1593,98502
1594,90032
1595,61604
1596,43229
1597,10011
1598,75007
1599,75007
1600,75007
1601,75007
1602,19901
1603,37167
1604,19711
1605,90049
1606,90049
1607,90049
1608,90049
1609,90049
1610,90049
1611,90008
1612,90008
1613,90008
1614,94601
1615,19143
1616,55122
1617,55122
1618,55122
1619,10011
1620,10011
1621,98031
1622,98031
1623,98031
1624,98031
1625,90049
1626,90049
1627,10011
1628,70506
1629,44105
1630,44105
1631,44105
1632,44105
1633,44105
1634,44105
1635,44105
1636,97224
1637,97224
1638,97224
1639,20016
1640,20016
1641,20016
1642,20016
1643,60076
1644,98115
1645,98115
1646,98115
1647,19140
1648,19140
1649,19143
1650,19143
1651,94110
1652,94110
1653,98105
1654,98105
1655,98105
1656,98105
1657,98105
1658,53209
1659,90045
1660,98115
1661,98115
1662,19143
1663,19143
1664,75217
1665,75217
1666,75217
1667,75217
1668,75217
1669,75217
1670,10011
1671,77095
1672,89031
1673,75023
1674,23434
1675,77041
1676,77041
1677,94110
1678,94110
1679,19134
1680,19134
1681,19134
1682,19134
1683,90008
1684,94110
1685,19143
1686,19143
1687,19143
1688,19140
1689,19140
1690,19143
1691,46203
1692,46203
1693,43229
1694,75023
1695,7002
1696,7002
1697,7002
1698,90008
1699,90008
1700,98115
1701,10035
1702,10035
1703,10035
1704,92037
1705,85301
1706,19120
1707,94122
1708,94122
1709,94122
1710,94122
1711,94122
1712,94122
1713,77070
1714,60610
1715,94110
1716,10011
1717,10011
1718,10011
1719,10011
1720,10011
1721,10011
1722,60623
1723,60623
1724,60623
1725,19143
1726,19143
1727,19143
1728,43017
1729,22153
1730,22153
1731,28314
1732,28314
1733,75081
1734,75081
1735,28540
1736,28540
1737,28540
1738,94122
1739,94122
1740,94122
1741,92037
1742,19140
1743,19140
1744,19140
1745,19140
1746,14609
1747,28540
1748,28540
1749,77095
1750,77095
1751,78207
1752,94601
1753,94122
1754,94122
1755,94122
1756,76106
1757,76106
1758,77095
1759,77095
1760,19143
1761,92105
1762,92105
1763,92105
1764,23434
1765,23434
1766,23434
1767,23434
1768,27405
1769,27405
1770,75081
1771,75081
1772,60623
1773,60623
1774,21215
1775,21215
1776,21215
1777,21215
1778,90004
1779,90004
1780,10011
1781,10011
1782,2038
1783,2038
1784,53209
1785,53209
1786,53209
1787,53209
1788,53142
1789,53142
1790,53142
1791,10011
1792,53711
1793,53711
1794,77041
1795,66062
1796,10024
1797,10024
1798,10024
1799,95123
1800,75081
1801,75081
1802,98002
1803,19134
1804,19134
1805,19134
1806,90049
1807,90049
1808,90049
1809,74133
1810,60610
1811,60610
1812,22801
1813,43055
1814,43055
1815,90045
1816,98105
1817,98105
1818,90036
1819,60623
1820,60623
1821,60623
1822,60623
1823,60623
1824,60623
1825,97756
1826,97756
1827,97756
1828,27604
1829,31204
1830,44105
1831,74403
1832,74403
1833,28110
1834,78745
1835,78745
1836,6450
1837,30076
1838,28205
1839,28205
1840,28205
1841,28205
1842,42104
1843,78207
1844,78207
1845,98115
1846,20016
1847,20016
1848,90004
1849,90004
1850,46614
1851,46614
1852,46614
1853,46614
1854,46614
1855,46614
1856,90032
1857,77041
1858,77041
1859,6010
1860,6010
1861,10009
1862,10009
1863,78207
1864,80013
1865,80013
1866,43055
1867,89015
1868,19143
1869,19143
1870,98103
1871,94122
1872,94122
1873,94122
1874,99207
1875,43229
1876,11561
1877,78207
1878,90049
1879,90049
1880,32216
1881,10011
1882,10011
1883,10011
1884,19143
1885,76248
1886,94122
1887,33012
1888,33012
1889,45014
1890,45014
1891,92646
1892,92646
1893,32127
1894,97504
1895,22901
1896,59801
1897,55407
1898,33178
1899,33178
1900,33178
1901,29501
1902,48205
1903,97477
1904,97477
1905,97477
1906,46203
1907,32712
1908,32712
1909,90008
1910,11572
1911,90008
1912,77041
1913,77041
1914,30076
1915,33437
1916,33437
1917,33437
1918,2038
1919,48227
1920,13601
1921,13601
1922,19601
1923,76017
1924,76017
1925,92024
1926,94110
1927,90045
1928,80219
1929,98105
1930,98105
1931,98105
1932,85254
1933,70506
1934,70506
1935,94109
1936,94109
1937,94109
1938,80020
1939,80020
1940,80020
1941,80020
1942,62301
1943,62301
1944,62301
1945,75007
1946,75007
1947,10009
1948,10009
1949,10009
1950,10009
1951,10009
1952,10009
1953,10009
1954,10009
1955,10009
1956,10009
1957,10009
1958,10009
1959,65807
1960,65807
1961,65807
1962,65807
1963,65807
1964,65807
1965,65807
1966,65807
1967,7501
1968,7501
1969,7501
1970,74133
1971,60623
1972,60623
1973,60610
1974,60610
1975,60610
1976,36116
1977,36116
1978,36116
1979,97301
1980,85301
1981,85301
1982,31907
1983,73120
1984,94513
1985,94513
1986,94513
1987,43229
1988,65807
1989,65807
1990,65807
1991,65807
1992,19134
1993,97477
1994,97477
1995,97477
1996,77036
1997,77036
1998,23320
1999,23320
2000,23320
2001,91104
2002,91104
2003,40214
2004,40214
2005,79424
2006,65203
2007,65203
2008,60623
2009,37604
2010,37604
2011,37604
2012,77041
2013,77041
2014,36830
2015,36830
2016,36830
2017,92404
2018,92404
2019,92404
2020,92404
2021,2908
2022,2908
2023,2908
2024,2908
2025,93727
2026,98103
2027,93534
2028,93534
2029,1453
2030,1453
2031,1453
2032,1453
2033,76106
2034,76106
2035,55901
2036,55901
2037,59715
2038,59715
2039,85345
2040,85345
2041,85345
2042,85345
2043,92105
2044,44107
2045,77095
2046,8861
2047,8861
2048,8861
2049,19134
2050,19134
2051,19134
2052,19134
2053,19134
2054,19134
2055,47374
2056,48227
2057,48227
2058,48227
2059,48227
2060,90049
2061,90049
2062,90049
2063,90049
2064,90049
2065,90049
2066,90049
2067,90049
2068,90049
2069,91767
2070,91767
2071,19134
2072,91761
2073,98105
2074,94513
2075,94513
2076,94122
2077,21215
2078,21215
2079,21215
2080,85023
2081,85023
2082,85023
2083,90008
2084,77036
2085,10009
2086,10009
2087,10009
2088,10009
2089,10009
2090,91730
2091,19805
2092,19805
2093,56560
2094,87401
2095,28403
2096,39212
2097,39212
2098,39212
2099,97206
2100,97206
2101,80219
2102,80219
2103,85705
2104,10009
2105,10009
2106,33437
2107,75150
2108,92374
2109,92374
2110,92374
2111,92374
2112,92374
2113,92374
2114,92374
2115,92374
2116,92374
2117,14609
2118,95207
2119,98105
2120,98105
2121,32174
2122,94086
2123,48911
2124,48911
2125,19143
2126,19143
2127,19143
2128,19134
2129,19134
2130,3820
2131,3820
2132,3820
2133,10011
2134,19134
2135,19134
2136,19134
2137,75051
2138,75051
2139,10009
2140,11561
2141,11561
2142,11561
2143,19140
2144,19140
2145,19140
2146,17403
2147,17403
2148,17403
2149,94521
2150,10035
2151,77840
2152,63116
2153,2169
2154,10009
2155,75081
2156,90032
2157,55407
2158,55407
2159,32725
2160,60610
2161,45231
2162,94601
2163,95336
2164,78041
2165,78041
2166,78041
2167,78041
2168,78041
2169,44240
2170,44240
2171,44240
2172,76903
2173,94122
2174,77070
2175,77041
2176,84106
2177,84106
2178,84106
2179,84106
2180,10009
2181,10009
2182,10009
2183,10009
2184,10009
2185,10009
2186,93905
2187,35810
2188,47201
2189,47201
2190,47201
2191,90049
2192,98105
2193,98105
2194,98105
2195,98105
2196,98105
2197,37918
2198,36116
2199,19120
2200,19120
2201,72209
2202,72209
2203,98103
2204,98103
2205,17602
2206,37620
2207,60505
2208,60505
2209,10009
2210,6824
2211,6824
2212,48146
2213,10035
2214,95123
2215,95123
2216,95123
2217,95123
2218,32216
2219,94110
2220,94110
2221,94110
2222,43302
2223,43302
2224,43302
2225,19134
2226,80122
2227,78745
2228,78745
2229,10024
2230,94122
2231,94122
2232,46350
2233,60610
2234,97206
2235,5408
2236,46203
2237,46203
2238,84604
2239,60610
2240,90049
2241,90049
2242,19134
2243,91104
2244,91104
2245,91104
2246,91104
2247,91104
2248,90004
2249,90004
2250,90004
2251,90004
2252,90004
2253,92105
2254,94110
2255,94110
2256,4401
2257,4401
2258,94122
2259,94122
2260,92024
2261,92024
2262,10035
2263,22204
2264,30318
2265,30318
2266,30318
2267,28110
2268,98115
2269,14609
2270,14609
2271,33180
2272,98105
2273,94122
2274,94122
2275,90036
2276,90036
2277,38671
2278,38671
2279,38671
2280,98115
2281,98115
2282,98115
2283,6457
2284,47362
2285,47362
2286,37130
2287,24153
2288,43615
2289,90032
2290,98115
2291,31907
2292,31907
2293,31907
2294,10009
2295,6457
2296,10011
2297,10011
2298,10011
2299,10011
2300,10011
2301,48640
2302,48640
2303,31907
2304,30076
2305,30076
2306,60623
2307,77041
2308,10009
2309,85345
2310,85345
2311,85345
2312,85345
2313,85345
2314,57103
2315,57103
2316,57103
2317,57103
2318,57103
2319,57103
2320,23223
2321,98115
2322,42420
2323,42420
2324,42420
2325,42420
2326,10035
2327,10035
2328,10035
2329,80525
2330,19140
2331,90004
2332,90004
2333,47905
2334,47905
2335,37042
2336,6824
2337,6824
2338,10009
2339,10009
2340,43229
2341,31088
2342,2038
2343,2038
2344,60623
2345,53209
2346,78207
2347,78207
2348,78207
2349,90032
2350,90032
2351,90032
2352,90032
2353,90032
2354,94122
2355,94122
2356,94122
2357,94122
2358,10024
2359,10024
2360,10024
2361,10024
2362,10024
2363,43229
2364,22980
2365,22980
2366,22980
2367,95823
2368,20735
2369,45014
2370,45014
2371,2886
2372,60505
2373,60505
2374,60505
2375,60505
2376,30080
2377,43229
2378,43229
2379,91360
2380,44052
2381,44052
2382,44052
2383,93727
2384,93727
2385,93727
2386,93727
2387,93727
2388,92105
2389,92105
2390,10009
2391,10009
2392,10009
2393,10009
2394,2148
2395,10035
2396,10035
2397,10035
2398,94109
2399,94109
2400,29501
2401,29501
2402,65807
2403,65807
2404,77340
2405,90045
2406,90045
2407,90045
2408,94122
2409,94122
2410,94122
2411,19120
2412,90036
2413,90045
2414,90045
2415,53209
2416,1040
2417,87105
2418,87105
2419,89431
2420,92236
2421,92236
2422,60126
2423,60126
2424,45014
2425,45014
2426,45014
2427,45014
2428,76017
2429,76017
2430,76017
2431,94110
2432,98103
2433,10009
2434,77070
2435,22153
2436,22153
2437,87401
2438,80027
2439,80027
2440,33614
2441,7055
2442,7055
2443,7055
2444,7055
2445,7055
2446,7055
2447,90004
2448,19143
2449,29406
2450,95123
2451,10011
2452,10011
2453,10011
2454,10011
2455,10011
2456,10011
2457,10011
2458,10011
2459,10011
2460,7060
2461,98115
2462,98115
2463,10009
2464,10009
2465,10009
2466,10009
2467,23602
2468,23602
2469,23602
2470,23602
2471,28314
2472,28314
2473,28314
2474,90032
2475,90032
2476,90032
2477,90032
2478,90036
2479,10011
2480,75220
2481,75220
2482,98105
2483,98105
2484,98105
2485,98105
2486,98105
2487,19711
2488,19711
2489,19711
2490,10024
2491,10024
2492,90049
2493,14701
2494,77095
2495,77095
2496,46544
