Customer_id,age,job,marital,education,default,housing,loan,Region_Code,State_Code,City_Code
84,60,admin.,married,unknown,unknown,no,yes,3,S4,C29
85,33,unemployed,married,basic.9y,no,no,no,1,S11,C23
86,42,blue-collar,married,basic.6y,no,no,yes,3,S21,C30
87,45,services,married,professional.course,no,yes,no,1,S12,C31
88,42,management,married,university.degree,no,no,no,1,S12,C31
89,53,admin.,divorced,university.degree,unknown,no,no,1,S6,C13
90,37,technician,single,professional.course,no,no,no,4,S2,C2
91,44,blue-collar,married,basic.6y,no,no,no,4,S2,C2
92,54,services,married,unknown,no,yes,no,4,S2,C2
93,49,blue-collar,married,basic.4y,no,no,no,1,S12,C32
94,54,services,married,unknown,no,no,no,1,S12,C32
95,52,admin.,divorced,university.degree,no,no,no,1,S12,C32
96,52,admin.,divorced,university.degree,no,no,no,4,S22,C33
97,43,services,single,high.school,unknown,no,no,2,S16,C21
98,34,housemaid,married,basic.6y,no,yes,no,4,S2,C9
99,35,admin.,married,high.school,no,yes,no,1,S12,C34
100,42,entrepreneur,married,unknown,unknown,yes,no,1,S11,C23
101,43,technician,married,unknown,unknown,yes,yes,1,S11,C23
102,60,retired,divorced,university.degree,unknown,no,no,1,S11,C23
103,58,unemployed,married,basic.4y,unknown,no,no,1,S12,C31
104,35,services,divorced,high.school,no,yes,no,4,S23,C35
105,55,blue-collar,married,basic.9y,unknown,yes,no,4,S23,C35
106,37,management,married,university.degree,no,no,no,4,S23,C35
107,36,blue-collar,married,high.school,no,no,no,3,S4,C36
108,52,admin.,divorced,university.degree,no,no,no,3,S4,C36
109,57,blue-collar,divorced,unknown,unknown,yes,no,3,S4,C36
110,56,admin.,married,unknown,no,yes,no,1,S11,C37
111,48,blue-collar,divorced,basic.4y,unknown,yes,no,2,S16,C21
112,40,blue-collar,married,high.school,unknown,yes,no,1,S24,C38
113,49,blue-collar,divorced,high.school,no,no,no,1,S24,C38
114,41,services,married,high.school,no,no,no,2,S25,C39
115,45,technician,married,high.school,no,yes,no,2,S25,C39
116,32,admin.,married,university.degree,no,yes,yes,2,S25,C39
117,42,admin.,married,university.degree,no,no,yes,2,S25,C39
118,50,admin.,married,basic.6y,no,no,no,4,S5,C5
119,31,technician,divorced,professional.course,no,yes,yes,3,S19,C40
120,56,retired,married,basic.4y,no,yes,no,2,S14,C41
121,41,technician,married,professional.course,unknown,yes,no,2,S14,C41
122,37,blue-collar,married,basic.6y,no,yes,yes,2,S14,C41
123,41,technician,married,professional.course,unknown,no,no,2,S14,C41
124,35,blue-collar,married,unknown,no,yes,no,2,S14,C41
125,37,blue-collar,married,basic.6y,no,yes,no,1,S6,C13
126,52,management,married,university.degree,no,no,no,1,S11,C42
127,39,management,divorced,university.degree,no,no,no,4,S17,C43
128,39,housemaid,married,basic.4y,unknown,no,no,4,S17,C43
129,56,blue-collar,married,basic.4y,unknown,no,no,4,S2,C2
130,34,services,married,high.school,no,yes,no,4,S2,C2
131,43,unemployed,single,university.degree,no,yes,no,2,S25,C39
132,56,management,married,unknown,no,yes,no,2,S25,C39
133,39,management,married,university.degree,no,yes,no,2,S25,C39
134,53,blue-collar,married,basic.4y,no,yes,no,4,S2,C44
135,38,unknown,divorced,high.school,unknown,yes,no,4,S2,C44
136,42,blue-collar,married,basic.4y,unknown,yes,no,4,S2,C44
137,42,blue-collar,married,basic.4y,unknown,no,no,4,S2,C44
138,35,admin.,single,high.school,no,yes,no,4,S2,C44
139,40,admin.,married,university.degree,unknown,yes,no,4,S2,C44
140,51,blue-collar,married,basic.4y,no,yes,no,4,S2,C44
141,60,blue-collar,married,basic.9y,unknown,no,no,2,S10,C11
142,56,entrepreneur,married,unknown,unknown,yes,no,4,S2,C9
143,39,services,divorced,high.school,unknown,yes,no,4,S2,C9
144,40,blue-collar,married,unknown,no,yes,yes,4,S2,C9
145,51,blue-collar,married,unknown,unknown,yes,no,1,S26,C45
146,51,blue-collar,married,unknown,unknown,no,no,4,S2,C46
147,43,technician,single,professional.course,no,yes,no,2,S25,C47
148,59,services,married,high.school,no,no,no,1,S7,C48
149,24,management,single,university.degree,no,yes,no,1,S7,C48
150,37,blue-collar,single,basic.9y,unknown,yes,yes,1,S7,C48
151,40,blue-collar,married,basic.9y,unknown,no,no,1,S7,C48
152,42,blue-collar,married,basic.9y,unknown,no,no,4,S17,C49
153,37,entrepreneur,married,basic.6y,no,no,no,4,S17,C49
154,38,services,married,high.school,no,yes,yes,Na,S2,C50
155,56,admin.,divorced,unknown,unknown,no,no,4,S2,C50
156,40,blue-collar,married,unknown,no,no,no,4,S2,C50
157,54,management,divorced,university.degree,no,yes,no,4,S5,C5
158,36,services,married,high.school,unknown,no,no,4,S5,C5
159,42,admin.,single,university.degree,unknown,no,no,1,S27,C51
160,46,management,married,basic.9y,no,no,no,1,S27,C51
161,44,services,married,high.school,no,yes,yes,4,S2,C2
162,51,admin.,single,basic.6y,no,no,no,2,S10,C11
163,28,services,married,high.school,no,yes,no,4,S28,C52
164,37,blue-collar,married,basic.9y,no,no,no,4,S5,C5
165,34,technician,married,high.school,no,no,no,1,S6,C53
166,46,blue-collar,married,basic.6y,unknown,yes,no,1,S6,C53
167,36,admin.,married,university.degree,no,yes,no,1,S6,C53
168,54,blue-collar,married,basic.4y,unknown,no,no,1,S6,C53
169,57,management,married,university.degree,no,no,no,1,S6,C53
170,51,technician,married,basic.6y,unknown,no,no,1,S6,C53
171,54,retired,married,high.school,unknown,no,no,1,S6,C53
172,49,blue-collar,married,basic.4y,unknown,no,no,4,S2,C2
173,34,admin.,married,university.degree,no,yes,no,4,S2,C2
174,41,technician,married,professional.course,no,no,no,4,S2,C2
175,38,blue-collar,single,basic.9y,no,yes,no,1,S11,C23
176,42,technician,married,university.degree,no,no,no,1,S11,C23
177,34,blue-collar,single,basic.9y,unknown,yes,no,1,S6,C13
178,48,blue-collar,married,basic.4y,no,yes,no,2,S25,C47
179,37,admin.,married,high.school,unknown,yes,no,2,S25,C47
180,34,blue-collar,single,basic.9y,unknown,no,no,2,S16,C21
181,40,admin.,married,basic.9y,unknown,yes,no,1,S11,C28
182,43,blue-collar,married,basic.6y,no,yes,no,1,S11,C28
183,33,services,married,high.school,no,no,no,3,S29,C54
184,32,services,single,basic.6y,no,no,no,3,S29,C54
185,43,admin.,married,unknown,no,no,no,3,S29,C54
186,44,blue-collar,married,basic.9y,no,yes,no,2,S30,C55
187,35,student,single,university.degree,unknown,no,no,4,S2,C2
188,35,student,single,university.degree,unknown,yes,yes,1,S6,C56
189,35,unemployed,married,professional.course,no,no,no,1,S6,C56
190,36,services,single,basic.4y,no,no,no,2,S16,C21
191,35,student,single,university.degree,unknown,yes,no,2,S16,C21
192,55,housemaid,divorced,university.degree,no,no,no,2,S16,C21
193,59,admin.,married,university.degree,no,no,no,2,S16,C21
194,57,retired,married,unknown,unknown,no,no,2,S16,C21
195,39,blue-collar,married,professional.course,unknown,yes,no,4,S2,C57
196,39,housemaid,married,basic.4y,unknown,yes,no,2,S25,C58
197,30,blue-collar,single,unknown,no,yes,no,2,S25,C58
198,30,blue-collar,single,unknown,no,yes,yes,2,S31,C59
199,50,housemaid,married,basic.4y,unknown,no,no,2,S10,C11
200,40,services,married,high.school,no,no,no,2,S10,C11
201,35,admin.,married,high.school,no,yes,no,2,S25,C60
202,43,technician,married,unknown,unknown,no,no,4,S23,C61
203,36,services,single,basic.6y,unknown,yes,no,4,S23,C61
204,46,technician,married,basic.4y,unknown,yes,no,1,S6,C62
205,40,technician,married,basic.9y,no,no,no,3,S19,C48
206,58,retired,married,university.degree,no,no,no,4,S2,C63
207,42,technician,married,university.degree,no,no,no,1,S13,C64
208,35,admin.,single,university.degree,no,no,no,1,S13,C64
209,45,blue-collar,married,basic.4y,no,yes,yes,1,S13,C64
210,39,admin.,married,professional.course,no,yes,no,1,S13,C64
211,50,services,divorced,professional.course,no,yes,no,1,S13,C64
212,32,management,divorced,basic.4y,unknown,yes,no,1,S6,C62
213,39,admin.,married,high.school,unknown,no,no,2,S25,C65
214,52,self-employed,married,university.degree,unknown,no,no,2,S25,C65
215,44,admin.,married,professional.course,no,yes,no,2,S25,C65
216,56,blue-collar,married,basic.4y,no,no,no,2,S25,C65
217,48,admin.,married,high.school,no,no,no,2,S25,C65
218,33,services,married,high.school,unknown,no,yes,4,S2,C2
219,43,management,married,university.degree,unknown,no,yes,4,S2,C2
220,57,retired,married,high.school,no,no,no,2,S25,C66
221,36,technician,single,professional.course,no,no,no,2,S25,C66
222,34,management,married,university.degree,no,yes,no,2,S25,C66
223,34,services,single,basic.9y,no,no,no,2,S25,C66
224,30,technician,married,university.degree,unknown,no,no,2,S25,C66
225,33,services,divorced,unknown,no,no,no,Na,S25,C66
226,32,technician,single,professional.course,no,no,no,1,S13,C67
227,36,technician,single,high.school,no,yes,no,1,S13,C67
228,33,services,single,high.school,no,no,no,1,S13,C67
229,40,technician,divorced,professional.course,no,no,no,3,S19,C30
230,41,blue-collar,married,basic.4y,no,yes,no,3,S19,C30
231,51,services,married,basic.6y,no,yes,no,3,S4,C36
232,36,technician,married,professional.course,no,yes,no,3,S3,C68
233,28,services,married,unknown,no,no,no,3,S3,C68
234,53,services,married,high.school,no,yes,yes,3,S3,C68
235,58,blue-collar,married,basic.9y,unknown,yes,no,3,S3,C68
236,33,admin.,married,high.school,no,no,yes,3,S3,C68
237,27,blue-collar,single,basic.6y,no,unknown,unknown,4,S2,C69
238,42,technician,married,high.school,no,no,no,1,S11,C23
239,43,admin.,divorced,basic.9y,no,no,no,1,S11,C23
240,42,admin.,married,university.degree,no,no,no,1,S11,C23
241,27,blue-collar,single,basic.6y,no,no,no,1,S11,C23
242,34,self-employed,single,university.degree,no,yes,no,1,S11,C23
243,31,student,single,university.degree,unknown,no,no,1,S11,C23
244,54,management,divorced,university.degree,no,no,no,1,S11,C23
245,52,unemployed,married,high.school,unknown,yes,no,1,S12,C70
246,49,housemaid,married,basic.9y,unknown,no,no,1,S12,C70
247,32,admin.,single,high.school,no,no,no,1,S12,C70
248,49,housemaid,single,high.school,unknown,yes,yes,1,S12,C70
249,50,blue-collar,married,basic.9y,unknown,no,no,1,S12,C70
250,34,services,married,high.school,no,no,no,4,S2,C9
251,55,blue-collar,married,basic.4y,unknown,no,no,4,S2,C71
252,51,retired,married,professional.course,no,no,no,4,S2,C71
253,47,blue-collar,married,basic.6y,no,no,no,2,S16,C21
254,56,technician,married,basic.4y,no,yes,no,2,S16,C21
255,53,admin.,married,basic.9y,no,no,no,1,S11,C23
256,36,blue-collar,married,basic.9y,no,yes,no,1,S11,C23
257,42,blue-collar,divorced,basic.9y,no,yes,no,1,S11,C23
258,44,blue-collar,divorced,basic.6y,no,no,no,1,S11,C23
259,39,housemaid,married,basic.9y,no,yes,no,2,S16,C21
260,37,admin.,single,high.school,no,yes,yes,2,S16,C21
261,36,services,married,high.school,no,no,no,2,S16,C21
262,42,management,divorced,university.degree,no,yes,no,1,S6,C46
263,31,admin.,married,high.school,no,yes,yes,1,S6,C13
264,53,technician,divorced,professional.course,unknown,no,yes,1,S6,C13
265,45,blue-collar,married,basic.4y,no,yes,no,1,S11,C23
266,37,technician,single,professional.course,no,yes,no,4,S2,C72
267,47,self-employed,married,professional.course,no,no,no,3,S4,C73
268,49,blue-collar,divorced,high.school,no,no,yes,2,S31,C74
269,35,services,divorced,high.school,no,no,no,2,S25,C75
270,38,unknown,married,unknown,unknown,no,no,2,S25,C75
271,38,services,single,high.school,unknown,no,no,4,S2,C9
272,59,retired,married,professional.course,unknown,no,no,4,S2,C9
273,43,unknown,married,unknown,no,yes,no,4,S2,C9
274,42,admin.,married,high.school,no,yes,no,4,S2,C9
275,40,admin.,married,basic.6y,unknown,yes,no,4,S2,C76
276,46,blue-collar,married,unknown,unknown,no,no,4,S2,C76
277,57,housemaid,divorced,basic.4y,no,yes,yes,2,S10,C11
278,42,admin.,married,university.degree,no,yes,no,2,S10,C11
279,41,blue-collar,married,basic.4y,no,yes,no,2,S10,C11
280,54,management,divorced,university.degree,no,yes,no,2,S10,C11
281,27,admin.,single,university.degree,no,no,no,Na,S6,C13
282,36,admin.,married,high.school,no,no,no,1,S6,C13
283,58,blue-collar,married,professional.course,unknown,yes,no,4,S2,C2
284,40,management,married,university.degree,unknown,yes,no,4,S22,C33
285,34,admin.,single,basic.9y,unknown,no,no,4,S22,C33
286,33,admin.,divorced,high.school,no,no,no,4,S22,C33
287,42,blue-collar,married,basic.9y,no,no,no,3,S3,C77
288,43,services,married,high.school,no,yes,no,3,S3,C77
289,54,management,single,basic.9y,no,yes,no,3,S3,C77
290,53,admin.,single,basic.6y,no,yes,yes,2,S25,C39
291,42,technician,single,unknown,no,no,no,2,S25,C39
292,40,services,married,basic.6y,unknown,no,no,2,S25,C39
293,54,technician,married,professional.course,no,yes,yes,2,S25,C39
294,40,housemaid,single,professional.course,no,no,no,4,S23,C78
295,33,admin.,married,high.school,no,no,no,4,S23,C78
296,35,blue-collar,married,basic.9y,unknown,no,no,4,S23,C78
297,36,admin.,married,high.school,no,no,no,4,S23,C78
298,29,services,single,high.school,no,yes,no,4,S23,C78
299,36,blue-collar,married,basic.9y,no,yes,no,2,S31,C79
300,35,management,married,high.school,no,yes,no,2,S31,C79
301,50,self-employed,single,university.degree,no,no,yes,2,S31,C79
302,49,entrepreneur,married,high.school,no,yes,no,2,S31,C79
303,42,technician,single,professional.course,unknown,yes,no,2,S31,C79
304,36,blue-collar,single,high.school,no,yes,yes,1,S11,C23
305,55,blue-collar,married,basic.9y,unknown,yes,no,2,S16,C21
306,41,management,married,university.degree,unknown,no,no,1,S13,C80
307,57,management,married,professional.course,unknown,yes,no,2,S31,C81
308,32,services,single,high.school,no,yes,no,2,S31,C81
309,49,admin.,married,basic.9y,no,no,no,3,S18,C82
310,57,unknown,married,unknown,unknown,yes,no,4,S23,C83
311,52,technician,married,high.school,no,yes,no,4,S23,C83
312,50,services,divorced,professional.course,no,no,no,4,S23,C83
313,41,blue-collar,single,basic.9y,unknown,yes,no,4,S23,C83
314,33,entrepreneur,married,university.degree,no,yes,no,2,S31,C84
315,48,blue-collar,married,basic.6y,unknown,no,no,3,S3,C85
316,55,technician,married,professional.course,no,no,no,3,S3,C85
317,38,management,married,university.degree,no,no,no,2,S10,C11
318,53,admin.,married,university.degree,no,yes,no,2,S16,C21
319,43,unemployed,single,university.degree,no,no,no,2,S16,C21
320,36,blue-collar,single,high.school,no,no,no,2,S16,C21
321,33,services,married,basic.4y,no,no,no,2,S16,C21
322,58,entrepreneur,married,basic.4y,no,yes,no,2,S16,C21
323,40,unemployed,divorced,high.school,unknown,no,no,4,S2,C86
324,57,management,married,university.degree,no,yes,no,4,S2,C87
325,45,technician,married,high.school,no,yes,no,4,S2,C87
326,46,admin.,married,university.degree,no,yes,no,3,S19,C88
327,36,technician,married,university.degree,no,no,no,2,S10,C11
328,41,self-employed,married,high.school,no,yes,no,2,S10,C11
329,57,admin.,divorced,basic.9y,no,no,no,2,S10,C11
330,49,blue-collar,married,basic.9y,unknown,yes,no,2,S10,C11
331,56,management,divorced,high.school,no,no,no,2,S10,C11
332,37,blue-collar,married,basic.9y,no,no,no,2,S10,C11
333,22,blue-collar,single,basic.9y,no,yes,no,2,S10,C11
334,43,services,married,high.school,no,no,no,2,S10,C11
335,41,technician,married,basic.6y,no,yes,no,4,S2,C2
336,38,admin.,single,university.degree,no,no,no,4,S2,C2
337,49,admin.,married,university.degree,no,yes,yes,4,S2,C2
338,30,blue-collar,single,unknown,no,no,no,4,S2,C9
339,33,admin.,married,basic.9y,no,yes,no,4,S2,C9
340,30,student,single,unknown,unknown,no,no,4,S8,C89
341,59,management,married,basic.4y,unknown,yes,yes,2,S10,C11
342,59,management,married,basic.4y,unknown,unknown,unknown,2,S10,C11
343,41,self-employed,married,university.degree,no,no,no,2,S10,C11
344,48,housemaid,married,basic.6y,unknown,yes,yes,2,S10,C11
345,28,unknown,single,unknown,unknown,yes,yes,1,S6,C90
346,44,services,married,high.school,no,yes,no,4,S2,C9
347,59,retired,unknown,university.degree,unknown,no,no,2,S32,C91
348,50,management,married,high.school,unknown,no,no,2,S32,C91
349,35,admin.,married,university.degree,no,no,no,2,S32,C91
350,42,admin.,married,high.school,no,no,no,2,S16,C21
351,45,admin.,married,basic.9y,no,no,no,2,S16,C21
352,36,technician,married,professional.course,no,no,no,2,S16,C21
353,56,services,married,high.school,unknown,no,no,2,S16,C21
354,29,blue-collar,divorced,basic.4y,no,no,no,2,S16,C21
355,41,self-employed,married,university.degree,no,yes,yes,2,S16,C21
356,42,blue-collar,married,basic.9y,unknown,no,no,2,S16,C21
357,48,services,married,high.school,unknown,unknown,unknown,2,S16,C21
358,31,blue-collar,married,high.school,unknown,yes,no,2,S16,C21
359,43,unemployed,married,university.degree,unknown,yes,no,3,S4,C36
360,36,blue-collar,married,basic.4y,unknown,no,no,3,S33,C39
361,42,entrepreneur,married,university.degree,no,yes,no,3,S33,C39
362,52,services,divorced,basic.6y,no,no,no,2,S16,C21
363,39,admin.,married,high.school,no,yes,no,2,S16,C21
364,42,blue-collar,married,basic.9y,unknown,yes,no,2,S16,C21
365,41,admin.,married,high.school,no,no,no,2,S16,C21
366,55,technician,married,basic.4y,no,no,yes,Na,S2,C9
367,30,blue-collar,married,basic.9y,no,no,no,2,S30,C92
368,57,retired,unknown,basic.4y,no,no,no,2,S30,C92
369,45,entrepreneur,married,basic.4y,unknown,yes,no,2,S30,C92
370,51,blue-collar,married,basic.4y,unknown,yes,yes,2,S30,C92
371,39,self-employed,single,basic.9y,unknown,yes,yes,1,S6,C93
372,47,admin.,married,high.school,unknown,no,no,1,S6,C93
373,27,services,married,high.school,no,yes,no,4,S17,C94
374,34,technician,single,university.degree,no,yes,no,4,S17,C94
375,57,blue-collar,married,basic.4y,unknown,yes,no,4,S17,C94
376,43,entrepreneur,married,basic.4y,no,no,no,4,S17,C94
377,49,blue-collar,married,basic.4y,unknown,no,no,1,S11,C95
378,39,management,married,university.degree,unknown,no,no,2,S32,C48
379,38,blue-collar,married,basic.4y,unknown,yes,no,1,S6,C13
380,49,blue-collar,married,basic.9y,no,no,no,1,S6,C13
381,58,management,married,basic.6y,no,no,no,1,S6,C13
382,43,technician,married,professional.course,no,yes,no,4,S2,C9
383,50,unknown,married,unknown,unknown,yes,no,4,S2,C9
384,31,services,married,high.school,unknown,no,no,1,S13,C80
385,43,self-employed,divorced,university.degree,no,no,no,3,S3,C96
386,43,self-employed,married,basic.9y,unknown,no,no,3,S3,C96
387,27,services,single,professional.course,no,yes,yes,2,S10,C11
388,37,technician,married,professional.course,no,yes,no,2,S10,C11
389,46,housemaid,married,basic.9y,no,yes,no,2,S25,C75
390,35,blue-collar,married,professional.course,no,no,no,2,S16,C21
391,47,admin.,divorced,university.degree,no,no,no,2,S16,C21
392,46,management,married,unknown,no,yes,no,4,S5,C97
393,40,technician,married,professional.course,unknown,no,yes,4,S5,C97
394,26,housemaid,married,university.degree,no,no,no,1,S11,C98
395,32,blue-collar,divorced,basic.9y,unknown,no,no,4,S34,C99
396,45,management,married,university.degree,no,yes,no,2,S35,C100
397,34,admin.,married,basic.9y,no,no,no,2,S35,C100
398,47,blue-collar,married,unknown,unknown,no,no,1,S13,C26
399,42,technician,married,professional.course,no,no,no,1,S6,C13
400,57,technician,married,basic.4y,unknown,no,yes,1,S6,C13
401,57,technician,married,basic.4y,unknown,no,no,1,S6,C13
402,38,blue-collar,married,basic.4y,no,no,yes,1,S6,C13
403,57,technician,married,basic.4y,unknown,no,no,3,S3,C101
404,28,student,single,basic.9y,unknown,yes,no,3,S4,C41
405,60,management,married,university.degree,no,no,no,2,S16,C21
406,48,admin.,married,university.degree,no,yes,no,4,S2,C9
407,40,admin.,married,high.school,no,no,no,4,S2,C9
408,51,management,married,professional.course,unknown,yes,no,4,S2,C9
409,48,unemployed,single,basic.4y,no,yes,no,4,S2,C9
410,54,housemaid,married,basic.4y,no,no,no,4,S2,C9
411,44,admin.,single,basic.9y,unknown,no,no,4,S2,C9
412,42,technician,divorced,high.school,no,no,no,4,S2,C9
413,52,self-employed,married,university.degree,no,yes,no,4,S2,C9
414,31,blue-collar,single,basic.9y,no,yes,no,4,S2,C9
415,32,services,married,high.school,no,no,no,4,S5,C5
416,44,admin.,married,high.school,no,yes,yes,4,S5,C5
417,39,management,married,basic.6y,unknown,no,no,4,S2,C102
418,57,management,married,professional.course,unknown,yes,no,4,S2,C2
419,52,admin.,married,basic.4y,no,yes,no,3,S1,C103
420,42,management,married,university.degree,no,no,no,4,S2,C2
421,31,admin.,divorced,high.school,no,no,no,4,S2,C2
422,29,admin.,married,university.degree,unknown,yes,no,4,S23,C104
423,57,blue-collar,divorced,basic.4y,no,no,no,2,S32,C105
424,44,blue-collar,married,basic.9y,unknown,no,no,2,S32,C105
425,59,unknown,married,unknown,unknown,no,no,3,S36,C26
426,39,blue-collar,married,basic.4y,unknown,no,no,1,S13,C106
427,41,management,married,unknown,unknown,no,no,1,S13,C106
428,37,technician,single,high.school,unknown,no,yes,2,S16,C107
429,38,services,married,high.school,no,yes,no,1,S6,C53
430,42,retired,married,basic.4y,no,no,no,3,S4,C108
431,49,unknown,married,unknown,unknown,yes,no,3,S4,C108
432,54,management,married,basic.6y,unknown,yes,yes,3,S4,C108
433,36,admin.,married,university.degree,no,unknown,unknown,3,S4,C108
434,32,admin.,single,university.degree,unknown,no,no,2,S32,C91
435,45,housemaid,married,professional.course,unknown,no,no,3,S3,C109
436,56,technician,married,unknown,no,yes,no,Na,S3,C109
437,41,unemployed,married,basic.9y,unknown,no,no,1,S11,C23
438,36,blue-collar,married,basic.9y,unknown,no,no,1,S11,C23
439,31,services,married,high.school,unknown,unknown,unknown,1,S6,C13
440,38,technician,married,professional.course,no,yes,no,2,S16,C21
441,35,admin.,divorced,university.degree,unknown,yes,no,1,S13,C67
442,53,admin.,married,professional.course,no,yes,no,1,S13,C67
443,56,entrepreneur,married,university.degree,unknown,no,no,1,S13,C67
444,33,admin.,married,basic.9y,no,unknown,unknown,1,S13,C67
445,33,admin.,married,basic.9y,no,no,no,1,S13,C67
446,51,services,divorced,high.school,unknown,yes,no,1,S13,C67
447,39,services,married,high.school,unknown,yes,no,1,S15,C39
448,45,entrepreneur,married,university.degree,no,no,no,2,S16,C110
449,40,technician,single,university.degree,no,no,no,2,S16,C110
450,60,unknown,single,unknown,unknown,yes,no,2,S16,C110
451,33,technician,married,university.degree,no,yes,no,2,S16,C110
452,47,blue-collar,married,high.school,unknown,yes,no,2,S16,C110
