Customer_id,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
144,1.1,93.994,-36.4,4.857,5191
145,1.1,93.994,-36.4,4.857,5191
146,1.1,93.994,-36.4,4.857,5191
147,1.1,93.994,-36.4,4.857,5191
148,1.1,93.994,-36.4,4.857,5191
149,1.1,93.994,-36.4,4.857,5191
150,1.1,93.994,-36.4,4.857,5191
151,1.1,93.994,-36.4,4.857,5191
152,1.1,93.994,-36.4,4.857,5191
153,1.1,93.994,-36.4,4.857,5191
154,1.1,93.994,-36.4,4.857,5191
155,1.1,93.994,-36.4,4.857,5191
156,1.1,93.994,-36.4,4.857,5191
157,1.1,93.994,-36.4,4.857,5191
158,1.1,93.994,-36.4,4.857,5191
159,1.1,93.994,-36.4,4.857,5191
160,1.1,93.994,-36.4,4.857,5191
161,1.1,93.994,-36.4,4.857,5191
162,1.1,93.994,-36.4,4.857,5191
163,1.1,93.994,-36.4,4.857,5191
164,1.1,93.994,-36.4,4.857,5191
165,1.1,93.994,-36.4,4.857,5191
166,1.1,93.994,-36.4,4.857,5191
167,1.1,93.994,-36.4,4.857,5191
168,1.1,93.994,-36.4,4.857,5191
169,1.1,93.994,-36.4,4.857,5191
170,1.1,93.994,-36.4,4.857,5191
171,1.1,93.994,-36.4,4.857,5191
172,1.1,93.994,-36.4,4.857,5191
173,1.1,93.994,-36.4,4.857,5191
174,1.1,93.994,-36.4,4.857,5191
175,1.1,93.994,-36.4,4.857,5191
176,1.1,93.994,-36.4,4.857,5191
177,1.1,93.994,-36.4,4.857,5191
178,1.1,93.994,-36.4,4.857,5191
179,1.1,93.994,-36.4,4.857,5191
180,1.1,93.994,-36.4,4.857,5191
181,1.1,93.994,-36.4,4.857,5191
182,1.1,93.994,-36.4,4.857,5191
183,1.1,93.994,-36.4,4.857,5191
184,1.1,93.994,-36.4,4.857,5191
185,1.1,93.994,-36.4,4.857,5191
186,1.1,93.994,-36.4,4.857,5191
187,1.1,93.994,-36.4,4.857,5191
188,1.1,93.994,-36.4,4.857,5191
189,1.1,93.994,-36.4,4.857,5191
190,1.1,93.994,-36.4,4.857,5191
191,1.1,93.994,-36.4,4.857,5191
192,1.1,93.994,-36.4,4.857,5191
193,1.1,93.994,-36.4,4.857,5191
194,1.1,93.994,-36.4,4.857,5191
195,1.1,93.994,-36.4,4.857,5191
196,1.1,93.994,-36.4,4.857,5191
197,1.1,93.994,-36.4,4.857,5191
198,1.1,93.994,-36.4,4.857,5191
199,1.1,93.994,-36.4,4.857,5191
200,1.1,93.994,-36.4,4.857,5191
201,1.1,93.994,-36.4,4.857,5191
202,1.1,93.994,-36.4,4.857,5191
203,1.1,93.994,-36.4,4.857,5191
204,1.1,93.994,-36.4,4.857,5191
205,1.1,93.994,-36.4,4.857,5191
206,1.1,93.994,-36.4,4.857,5191
207,1.1,93.994,-36.4,4.857,5191
208,1.1,93.994,-36.4,4.857,5191
209,1.1,93.994,-36.4,4.857,5191
210,1.1,93.994,-36.4,4.857,5191
211,1.1,93.994,-36.4,4.857,5191
212,1.1,93.994,-36.4,4.857,5191
213,1.1,93.994,-36.4,4.857,5191
214,1.1,93.994,-36.4,4.857,5191
215,1.1,93.994,-36.4,4.857,5191
216,1.1,93.994,-36.4,4.857,5191
217,1.1,93.994,-36.4,4.857,5191
218,1.1,93.994,-36.4,4.857,5191
219,1.1,93.994,-36.4,4.857,5191
220,1.1,93.994,-36.4,4.857,5191
221,1.1,93.994,-36.4,4.857,5191
222,1.1,93.994,-36.4,4.857,5191
223,1.1,93.994,-36.4,4.857,5191
224,1.1,93.994,-36.4,4.857,5191
225,1.1,93.994,-36.4,4.857,5191
226,1.1,93.994,-36.4,4.857,5191
227,1.1,93.994,-36.4,4.857,5191
228,1.1,93.994,-36.4,4.857,5191
229,1.1,93.994,-36.4,4.857,5191
230,1.1,93.994,-36.4,4.857,5191
231,1.1,93.994,-36.4,4.857,5191
232,1.1,93.994,-36.4,4.857,5191
233,1.1,93.994,-36.4,4.857,5191
234,1.1,93.994,-36.4,4.857,5191
235,1.1,93.994,-36.4,4.857,5191
236,1.1,93.994,-36.4,4.857,5191
237,1.1,93.994,-36.4,4.857,5191
238,1.1,93.994,-36.4,4.857,5191
239,1.1,93.994,-36.4,4.857,5191
240,1.1,93.994,-36.4,4.857,5191
241,1.1,93.994,-36.4,4.857,5191
242,1.1,93.994,-36.4,4.857,5191
243,1.1,93.994,-36.4,4.857,5191
244,1.1,93.994,-36.4,4.857,5191
245,1.1,93.994,-36.4,4.857,5191
246,1.1,93.994,-36.4,4.857,5191
247,1.1,93.994,-36.4,4.857,5191
248,1.1,93.994,-36.4,4.857,5191
249,1.1,93.994,-36.4,4.857,5191
250,1.1,93.994,-36.4,4.857,5191
251,1.1,93.994,-36.4,4.857,5191
252,1.1,93.994,-36.4,4.857,5191
253,1.1,93.994,-36.4,4.857,5191
254,1.1,93.994,-36.4,4.857,5191
255,1.1,93.994,-36.4,4.857,5191
256,1.1,93.994,-36.4,4.857,5191
257,1.1,93.994,-36.4,4.857,5191
258,1.1,93.994,-36.4,4.857,5191
259,1.1,93.994,-36.4,4.857,5191
260,1.1,93.994,-36.4,4.857,5191
261,1.1,93.994,-36.4,4.857,5191
262,1.1,93.994,-36.4,4.857,5191
263,1.1,93.994,-36.4,4.857,5191
264,1.1,93.994,-36.4,4.857,5191
265,1.1,93.994,-36.4,4.857,5191
266,1.1,93.994,-36.4,4.857,5191
267,1.1,93.994,-36.4,4.857,5191
268,1.1,93.994,-36.4,4.857,5191
269,1.1,93.994,-36.4,4.857,5191
270,1.1,93.994,-36.4,4.857,5191
271,1.1,93.994,-36.4,4.857,5191
272,1.1,93.994,-36.4,4.857,5191
273,1.1,93.994,-36.4,4.857,5191
274,1.1,93.994,-36.4,4.857,5191
275,1.1,93.994,-36.4,4.857,5191
276,1.1,93.994,-36.4,4.857,5191
277,1.1,93.994,-36.4,4.857,5191
278,1.1,93.994,-36.4,4.857,5191
279,1.1,93.994,-36.4,4.857,5191
280,1.1,93.994,-36.4,4.857,5191
281,1.1,93.994,-36.4,4.857,5191
282,1.1,93.994,-36.4,4.857,5191
283,1.1,93.994,-36.4,4.857,5191
284,1.1,93.994,-36.4,4.857,5191
285,1.1,93.994,-36.4,4.857,5191
286,1.1,93.994,-36.4,4.857,5191
287,1.1,93.994,-36.4,4.857,5191
288,1.1,93.994,-36.4,4.857,5191
289,1.1,93.994,-36.4,4.857,5191
290,1.1,93.994,-36.4,4.857,5191
291,1.1,93.994,-36.4,4.857,5191
292,1.1,93.994,-36.4,4.857,5191
293,1.1,93.994,-36.4,4.857,5191
294,1.1,93.994,-36.4,4.857,5191
295,1.1,93.994,-36.4,4.857,5191
296,1.1,93.994,-36.4,4.857,5191
297,1.1,93.994,-36.4,4.857,5191
298,1.1,93.994,-36.4,4.857,5191
299,1.1,93.994,-36.4,4.857,5191
300,1.1,93.994,-36.4,4.857,5191
301,1.1,93.994,-36.4,4.857,5191
302,1.1,93.994,-36.4,4.857,5191
303,1.1,93.994,-36.4,4.857,5191
304,1.1,93.994,-36.4,4.857,5191
305,1.1,93.994,-36.4,4.857,5191
306,1.1,93.994,-36.4,4.857,5191
307,1.1,93.994,-36.4,4.857,5191
308,1.1,93.994,-36.4,4.857,5191
309,1.1,93.994,-36.4,4.857,5191
310,1.1,93.994,-36.4,4.857,5191
311,1.1,93.994,-36.4,4.857,5191
312,1.1,93.994,-36.4,4.857,5191
313,1.1,93.994,-36.4,4.857,5191
314,1.1,93.994,-36.4,4.857,5191
315,1.1,93.994,-36.4,4.857,5191
316,1.1,93.994,-36.4,4.857,5191
317,1.1,93.994,-36.4,4.857,5191
318,1.1,93.994,-36.4,4.857,5191
319,1.1,93.994,-36.4,4.857,5191
320,1.1,93.994,-36.4,4.857,5191
321,1.1,93.994,-36.4,4.857,5191
322,1.1,93.994,-36.4,4.857,5191
323,1.1,93.994,-36.4,4.857,5191
324,1.1,93.994,-36.4,4.857,5191
325,1.1,93.994,-36.4,4.857,5191
326,1.1,93.994,-36.4,4.857,5191
327,1.1,93.994,-36.4,4.857,5191
328,1.1,93.994,-36.4,4.857,5191
329,1.1,93.994,-36.4,4.857,5191
330,1.1,93.994,-36.4,4.857,5191
331,1.1,93.994,-36.4,4.857,5191
332,1.1,93.994,-36.4,4.857,5191
333,1.1,93.994,-36.4,4.857,5191
334,1.1,93.994,-36.4,4.857,5191
335,1.1,93.994,-36.4,4.857,5191
336,1.1,93.994,-36.4,4.857,5191
337,1.1,93.994,-36.4,4.857,5191
338,1.1,93.994,-36.4,4.857,5191
339,1.1,93.994,-36.4,4.857,5191
340,1.1,93.994,-36.4,4.857,5191
341,1.1,93.994,-36.4,4.857,5191
342,1.1,93.994,-36.4,4.857,5191
343,1.1,93.994,-36.4,4.857,5191
344,1.1,93.994,-36.4,4.857,5191
345,1.1,93.994,-36.4,4.857,5191
346,1.1,93.994,-36.4,4.857,5191
347,1.1,93.994,-36.4,4.857,5191
348,1.1,93.994,-36.4,4.857,5191
349,1.1,93.994,-36.4,4.857,5191
350,1.1,93.994,-36.4,4.857,5191
351,1.1,93.994,-36.4,4.857,5191
352,1.1,93.994,-36.4,4.857,5191
353,1.1,93.994,-36.4,4.857,5191
354,1.1,93.994,-36.4,4.857,5191
355,1.1,93.994,-36.4,4.857,5191
356,1.1,93.994,-36.4,4.857,5191
357,1.1,93.994,-36.4,4.857,5191
358,1.1,93.994,-36.4,4.857,5191
359,1.1,93.994,-36.4,4.857,5191
360,1.1,93.994,-36.4,4.857,5191
361,1.1,93.994,-36.4,4.857,5191
362,1.1,93.994,-36.4,4.857,5191
363,1.1,93.994,-36.4,4.857,5191
364,1.1,93.994,-36.4,4.857,5191
365,1.1,93.994,-36.4,4.857,5191
366,1.1,93.994,-36.4,4.857,5191
367,1.1,93.994,-36.4,4.857,5191
368,1.1,93.994,-36.4,4.857,5191
369,1.1,93.994,-36.4,4.857,5191
370,1.1,93.994,-36.4,4.857,5191
371,1.1,93.994,-36.4,4.857,5191
372,1.1,93.994,-36.4,4.857,5191
373,1.1,93.994,-36.4,4.857,5191
374,1.1,93.994,-36.4,4.857,5191
375,1.1,93.994,-36.4,4.857,5191
376,1.1,93.994,-36.4,4.857,5191
377,1.1,93.994,-36.4,4.857,5191
378,1.1,93.994,-36.4,4.857,5191
379,1.1,93.994,-36.4,4.857,5191
380,1.1,93.994,-36.4,4.857,5191
381,1.1,93.994,-36.4,4.857,5191
382,1.1,93.994,-36.4,4.857,5191
383,1.1,93.994,-36.4,4.857,5191
384,1.1,93.994,-36.4,4.857,5191
385,1.1,93.994,-36.4,4.857,5191
386,1.1,93.994,-36.4,4.857,5191
387,1.1,93.994,-36.4,4.857,5191
388,1.1,93.994,-36.4,4.857,5191
389,1.1,93.994,-36.4,4.857,5191
390,1.1,93.994,-36.4,4.857,5191
391,1.1,93.994,-36.4,4.857,5191
392,1.1,93.994,-36.4,4.857,5191
393,1.1,93.994,-36.4,4.857,5191
394,1.1,93.994,-36.4,4.857,5191
395,1.1,93.994,-36.4,4.857,5191
396,1.1,93.994,-36.4,4.857,5191
397,1.1,93.994,-36.4,4.857,5191
398,1.1,93.994,-36.4,4.857,5191
399,1.1,93.994,-36.4,4.857,5191
400,1.1,93.994,-36.4,4.857,5191
401,1.1,93.994,-36.4,4.857,5191
402,1.1,93.994,-36.4,4.857,5191
403,1.1,93.994,-36.4,4.857,5191
404,1.1,93.994,-36.4,4.857,5191
405,1.1,93.994,-36.4,4.857,5191
406,1.1,93.994,-36.4,4.857,5191
407,1.1,93.994,-36.4,4.857,5191
408,1.1,93.994,-36.4,4.857,5191
409,1.1,93.994,-36.4,4.857,5191
410,1.1,93.994,-36.4,4.857,5191
411,1.1,93.994,-36.4,4.857,5191
412,1.1,93.994,-36.4,4.857,5191
413,1.1,93.994,-36.4,4.857,5191
414,1.1,93.994,-36.4,4.857,5191
415,1.1,93.994,-36.4,4.857,5191
416,1.1,93.994,-36.4,4.857,5191
417,1.1,93.994,-36.4,4.857,5191
418,1.1,93.994,-36.4,4.857,5191
419,1.1,93.994,-36.4,4.857,5191
420,1.1,93.994,-36.4,4.857,5191
421,1.1,93.994,-36.4,4.857,5191
422,1.1,93.994,-36.4,4.857,5191
423,1.1,93.994,-36.4,4.857,5191
424,1.1,93.994,-36.4,4.857,5191
425,1.1,93.994,-36.4,4.857,5191
426,1.1,93.994,-36.4,4.857,5191
427,1.1,93.994,-36.4,4.857,5191
428,1.1,93.994,-36.4,4.857,5191
429,1.1,93.994,-36.4,4.857,5191
430,1.1,93.994,-36.4,4.857,5191
431,1.1,93.994,-36.4,4.857,5191
432,1.1,93.994,-36.4,4.857,5191
433,1.1,93.994,-36.4,4.857,5191
434,1.1,93.994,-36.4,4.857,5191
435,1.1,93.994,-36.4,4.857,5191
436,1.1,93.994,-36.4,4.857,5191
437,1.1,93.994,-36.4,4.857,5191
438,1.1,93.994,-36.4,4.857,5191
439,1.1,93.994,-36.4,4.857,5191
440,1.1,93.994,-36.4,4.857,5191
441,1.1,93.994,-36.4,4.857,5191
442,1.1,93.994,-36.4,4.857,5191
443,1.1,93.994,-36.4,4.857,5191
444,1.1,93.994,-36.4,4.857,5191
445,1.1,93.994,-36.4,4.857,5191
446,1.1,93.994,-36.4,4.857,5191
447,1.1,93.994,-36.4,4.857,5191
448,1.1,93.994,-36.4,4.857,5191
449,1.1,93.994,-36.4,4.857,5191
450,1.1,93.994,-36.4,4.857,5191
451,1.1,93.994,-36.4,4.857,5191
452,1.1,93.994,-36.4,4.857,5191
453,1.1,93.994,-36.4,4.857,5191
454,1.1,93.994,-36.4,4.857,5191
455,1.1,93.994,-36.4,4.857,5191
456,1.1,93.994,-36.4,4.857,5191
457,1.1,93.994,-36.4,4.857,5191
458,1.1,93.994,-36.4,4.857,5191
459,1.1,93.994,-36.4,4.857,5191
460,1.1,93.994,-36.4,4.857,5191
461,1.1,93.994,-36.4,4.857,5191
462,1.1,93.994,-36.4,4.857,5191
463,1.1,93.994,-36.4,4.857,5191
464,1.1,93.994,-36.4,4.857,5191
465,1.1,93.994,-36.4,4.857,5191
466,1.1,93.994,-36.4,4.857,5191
467,1.1,93.994,-36.4,4.857,5191
468,1.1,93.994,-36.4,4.857,5191
469,1.1,93.994,-36.4,4.857,5191
470,1.1,93.994,-36.4,4.857,5191
471,1.1,93.994,-36.4,4.857,5191
472,1.1,93.994,-36.4,4.857,5191
473,1.1,93.994,-36.4,4.857,5191
474,1.1,93.994,-36.4,4.857,5191
475,1.1,93.994,-36.4,4.857,5191
476,1.1,93.994,-36.4,4.857,5191
477,1.1,93.994,-36.4,4.857,5191
478,1.1,93.994,-36.4,4.857,5191
479,1.1,93.994,-36.4,4.857,5191
480,1.1,93.994,-36.4,4.857,5191
481,1.1,93.994,-36.4,4.857,5191
482,1.1,93.994,-36.4,4.857,5191
483,1.1,93.994,-36.4,4.857,5191
484,1.1,93.994,-36.4,4.857,5191
485,1.1,93.994,-36.4,4.857,5191
486,1.1,93.994,-36.4,4.857,5191
487,1.1,93.994,-36.4,4.857,5191
488,1.1,93.994,-36.4,4.857,5191
489,1.1,93.994,-36.4,4.857,5191
490,1.1,93.994,-36.4,4.857,5191
491,1.1,93.994,-36.4,4.857,5191
492,1.1,93.994,-36.4,4.857,5191
493,1.1,93.994,-36.4,4.857,5191
494,1.1,93.994,-36.4,4.857,5191
495,1.1,93.994,-36.4,4.857,5191
496,1.1,93.994,-36.4,4.857,5191
497,1.1,93.994,-36.4,4.857,5191
498,1.1,93.994,-36.4,4.857,5191
499,1.1,93.994,-36.4,4.857,5191
500,1.1,93.994,-36.4,4.857,5191
501,1.1,93.994,-36.4,4.857,5191
502,1.1,93.994,-36.4,4.857,5191
503,1.1,93.994,-36.4,4.857,5191
504,1.1,93.994,-36.4,4.857,5191
505,1.1,93.994,-36.4,4.857,5191
506,1.1,93.994,-36.4,4.857,5191
507,1.1,93.994,-36.4,4.857,5191
508,1.1,93.994,-36.4,4.857,5191
509,1.1,93.994,-36.4,4.857,5191
510,1.1,93.994,-36.4,4.857,5191
511,1.1,93.994,-36.4,4.857,5191
512,1.1,93.994,-36.4,4.857,5191
513,1.1,93.994,-36.4,4.857,5191
514,1.1,93.994,-36.4,4.857,5191
515,1.1,93.994,-36.4,4.857,5191
516,1.1,93.994,-36.4,4.857,5191
517,1.1,93.994,-36.4,4.857,5191
518,1.1,93.994,-36.4,4.857,5191
519,1.1,93.994,-36.4,4.857,5191
520,1.1,93.994,-36.4,4.857,5191
521,1.1,93.994,-36.4,4.857,5191
522,1.1,93.994,-36.4,4.857,5191
523,1.1,93.994,-36.4,4.857,5191
524,1.1,93.994,-36.4,4.857,5191
525,1.1,93.994,-36.4,4.857,5191
526,1.1,93.994,-36.4,4.857,5191
527,1.1,93.994,-36.4,4.857,5191
528,1.1,93.994,-36.4,4.857,5191
529,1.1,93.994,-36.4,4.857,5191
530,1.1,93.994,-36.4,4.857,5191
531,1.1,93.994,-36.4,4.857,5191
532,1.1,93.994,-36.4,4.857,5191
533,1.1,93.994,-36.4,4.857,5191
534,1.1,93.994,-36.4,4.857,5191
535,1.1,93.994,-36.4,4.857,5191
536,1.1,93.994,-36.4,4.857,5191
537,1.1,93.994,-36.4,4.857,5191
538,1.1,93.994,-36.4,4.857,5191
539,1.1,93.994,-36.4,4.857,5191
540,1.1,93.994,-36.4,4.857,5191
541,1.1,93.994,-36.4,4.857,5191
542,1.1,93.994,-36.4,4.857,5191
543,1.1,93.994,-36.4,4.857,5191
544,1.1,93.994,-36.4,4.857,5191
545,1.1,93.994,-36.4,4.857,5191
546,1.1,93.994,-36.4,4.857,5191
547,1.1,93.994,-36.4,4.857,5191
548,1.1,93.994,-36.4,4.857,5191
549,1.1,93.994,-36.4,4.857,5191
550,1.1,93.994,-36.4,4.857,5191
551,1.1,93.994,-36.4,4.857,5191
552,1.1,93.994,-36.4,4.857,5191
553,1.1,93.994,-36.4,4.857,5191
554,1.1,93.994,-36.4,4.857,5191
555,1.1,93.994,-36.4,4.857,5191
556,1.1,93.994,-36.4,4.857,5191
557,1.1,93.994,-36.4,4.857,5191
558,1.1,93.994,-36.4,4.857,5191
559,1.1,93.994,-36.4,4.857,5191
560,1.1,93.994,-36.4,4.857,5191
561,1.1,93.994,-36.4,4.857,5191
562,1.1,93.994,-36.4,4.857,5191
563,1.1,93.994,-36.4,4.857,5191
564,1.1,93.994,-36.4,4.857,5191
565,1.1,93.994,-36.4,4.857,5191
566,1.1,93.994,-36.4,4.857,5191
567,1.1,93.994,-36.4,4.857,5191
568,1.1,93.994,-36.4,4.857,5191
569,1.1,93.994,-36.4,4.857,5191
570,1.1,93.994,-36.4,4.857,5191
571,1.1,93.994,-36.4,4.857,5191
572,1.1,93.994,-36.4,4.857,5191
573,1.1,93.994,-36.4,4.857,5191
574,1.1,93.994,-36.4,4.857,5191
575,1.1,93.994,-36.4,4.857,5191
576,1.1,93.994,-36.4,4.857,5191
577,1.1,93.994,-36.4,4.857,5191
578,1.1,93.994,-36.4,4.857,5191
579,1.1,93.994,-36.4,4.857,5191
580,1.1,93.994,-36.4,4.857,5191
581,1.1,93.994,-36.4,4.857,5191
582,1.1,93.994,-36.4,4.857,5191
583,1.1,93.994,-36.4,4.857,5191
584,1.1,93.994,-36.4,4.857,5191
585,1.1,93.994,-36.4,4.857,5191
586,1.1,93.994,-36.4,4.857,5191
587,1.1,93.994,-36.4,4.857,5191
588,1.1,93.994,-36.4,4.857,5191
589,1.1,93.994,-36.4,4.857,5191
590,1.1,93.994,-36.4,4.857,5191
591,1.1,93.994,-36.4,4.857,5191
592,1.1,93.994,-36.4,4.857,5191
593,1.1,93.994,-36.4,4.857,5191
594,1.1,93.994,-36.4,4.857,5191
595,1.1,93.994,-36.4,4.857,5191
596,1.1,93.994,-36.4,4.857,5191
597,1.1,93.994,-36.4,4.857,5191
598,1.1,93.994,-36.4,4.857,5191
599,1.1,93.994,-36.4,4.857,5191
600,1.1,93.994,-36.4,4.857,5191
601,1.1,93.994,-36.4,4.857,5191
602,1.1,93.994,-36.4,4.857,5191
603,1.1,93.994,-36.4,4.857,5191
604,1.1,93.994,-36.4,4.857,5191
605,1.1,93.994,-36.4,4.857,5191
606,1.1,93.994,-36.4,4.857,5191
607,1.1,93.994,-36.4,4.857,5191
608,1.1,93.994,-36.4,4.857,5191
609,1.1,93.994,-36.4,4.857,5191
610,1.1,93.994,-36.4,4.857,5191
611,1.1,93.994,-36.4,4.857,5191
612,1.1,93.994,-36.4,4.857,5191
613,1.1,93.994,-36.4,4.857,5191
614,1.1,93.994,-36.4,4.857,5191
615,1.1,93.994,-36.4,4.857,5191
616,1.1,93.994,-36.4,4.857,5191
617,1.1,93.994,-36.4,4.857,5191
618,1.1,93.994,-36.4,4.857,5191
619,1.1,93.994,-36.4,4.857,5191
620,1.1,93.994,-36.4,4.857,5191
621,1.1,93.994,-36.4,4.857,5191
622,1.1,93.994,-36.4,4.857,5191
623,1.1,93.994,-36.4,4.857,5191
624,1.1,93.994,-36.4,4.857,5191
625,1.1,93.994,-36.4,4.857,5191
626,1.1,93.994,-36.4,4.857,5191
627,1.1,93.994,-36.4,4.857,5191
628,1.1,93.994,-36.4,4.857,5191
629,1.1,93.994,-36.4,4.857,5191
630,1.1,93.994,-36.4,4.857,5191
631,1.1,93.994,-36.4,4.857,5191
632,1.1,93.994,-36.4,4.857,5191
